MAL_ID,Name,Score,Genres,sypnopsis
151,Re: Cutey Honey,7.12,"Action, Sci-Fi, Comedy, Ecchi, Shoujo Ai","mysterious organization known as Panther Claw make their presence known by terrorizing Tokyo and giving the cops a run for their money. Police are further baffled by the appearance of a lone cosplaying vigilante who thwarts all of Panther Claw's evil schemes before disappearing. That cosplayer is Honey Kisaragi, the result of the late Professor Kisaragi's prize experiment. A master of disguise, Honey can magically alter her physical appearance and outfits. But with a push of the heart-shaped button on her choker, she transforms herself into Cutie Honey, the scantily-clad, sword-wielding warrior of love and justice. (Source: ANN)"
152,Solty Rei,7.28,"Action, Sci-Fi, Super Power","In a future-based disaster-ridden city with an enormous gap between the rich and the poor, it is hard to tell which humans are walking around with cybernetic body parts. This makes Roy Revant's job as a renegade bounty hunter/bodyguard-for-hire even more difficult. When a young girl with unbeliveable strength rescues him from a particularly dangerous criminal, Roy realizes that perhaps help can be found in the strangest of places. Joining together with a few others, they engage in a battle to find out the truth behind the giant conglomerates that are supposedly serving mankind and making life better. Solty, an android who has lost her memory, has escaped and is being hunted by the RUC Security Bureau. She encounters the bounty hunter Roy and he adopts her as his daughter after being hired as a bodygaurd for Miranda. (Source: ANN)"
153,Juuni Kokuki,8.06,"Action, Adventure, Fantasy, Magic, Supernatural","Youko Nakajima has only ever wanted to be normal. She does what she is asked, gets good grades, is the class president, and even helps her classmates whenever she can—but because of her red hair, she has never fit in. With her pushover attitude, Youko lets classmates take advantage of her, so she has nobody she can really call a friend. But on an otherwise ordinary day, a man who claims to be from another world barges into Youko's classroom and bows before her. This elegant blond-haired man, Keiki, claims that Youko is his master and belongs on the throne of his kingdom. However, their first meeting is cut short as Keiki has been followed by otherworldly beasts called youma. He is able to escape with Youko into his own realm, but two other classmates—Ikuya Asano and Yuka Sugimoto—are caught up in the madness as well. Unfortunately, their troubles have only just begun, as the youma attack leaves them separated from Keiki. Alone in this strange new land, these ordinary students must learn to fend for themselves or die."
154,Shaman King,7.78,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen","attle is about to begin in Tokyo: the Shaman Fight, a tournament held every five hundred years where shaman—those who can command spirits—confront each other in combat. The victor of this contest becomes the Shaman King and the only one who is able to contact and control the Great Spirit, allowing them to reshape the world as they please through its immense power. During a late night walk, Manta Oyamada runs into his classmate, the carefree You Asakura, who invites him to come stargazing with some friends, who, to Manta's horror, turn out to be ghosts from a local cemetery! However, the knowledge that Manta possesses—a rare sixth sense that allows Manta to see these spirits—endears the boy to You. So when You finds out that his new comrade has been beaten up by a local gang, he decides to avenge him with the help of Amidamaru, a samurai ghost whose tomb was broken by the gang leader. Soon Manta uncovers more about the world of spirits, including the Shaman Fight, in which his new friend You aims to claim victory."
155,X/1999,6.59,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural","he millennial edge, the concluding battle for humanity's future is staged. Kamui Shirou's destiny has been decided as he returns to Tokyo to face his ultimate challenge. The Dragon of Heaven, defenders of the Earth, stand ready to protect the world from the Dragon of Earth, the seven angels of legend, who embrace the devastation of the planet to bring about its purification. Now Kamui must decide which side to fight for although he finds the idea utterly unappealing. It isn't until realizing that his two childhood friends, Fuma and Kotori Monou, are in grievous peril that Kamui decides to step into his fated position in the climactic struggle of the Year of Destiny: 1999. (Source: AnimeNfo)"
156,X,7.43,"Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo","His destiny has finally arrived as the young Shirou Kamui returns to Tokyo after 6 years. A powerful psychic, Kamui vows to protect the happiness of his childhood friends Fuuma and Kotori, even if it means avoiding them. But fate is cruel, whether or not Kamui wants to be involved; he holds the future of the world in his hands, given the choice of becoming a Dragon of Heaven or a Dragon of Earth. The Seven Seals gather, and so do the Seven Angels; all individuals who have their destiny carved out as one who would battle for the fate of the world. What future will Kamui choose to become reality?"
157,Mahou Sensei Negima!,6.98,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural","10-year-old Negi Springfield is a wizard-in-training, and needs only to pass one more test in order to become a Master Wizard. Unfortunately, his final task is a bizarre one—to become a English teacher at an all-females boarding school. As soon as he arrives, he completely embarrasses one of his students, Asuna Kagurazaka, and replaces the teacher she loves, which garners her hatred. To make matters worse, Asuna learns that Negi is a wizard, and promises to tell unless he helps her out. But unfortunately, circumstances force them to work together to do many things, from fighting evil wizards to helping the class pass their final exam, with a lot of humor, magic, and romances thrown in. (Source: ANN, edited)"
158,Maria-sama ga Miteru,7.34,"Slice of Life, Drama, Romance, Shoujo, Shoujo Ai","hen Yumi Fukuzawa entered the Lillian Girls' Academy, a prestigious all-girls Catholic school in Tokyo, she never imagined she would catch the eye of beautiful and demure Sachiko Ogasawara, one of the school's most popular students. Now Sachiko has offered to be Yumi's soeur, her ""sister"" and guide for all her years at the academy. The whole idea has Yumi completely flustered—after all, they hardly know each other! The entire campus is abuzz with rumors about the two of them, but Yumi is conflicted over accepting Sachiko's offer. While she admires Sachiko, being her soeur would also mean constantly being at the center of the entire school's attention! (Source: RightStuf)"
159,Boukyaku no Senritsu,6.34,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural","great war occurred in the 20th century between humans and monsters. Since that time, the monsters rule the world in fear but keep relatively hidden from public view. A boy named Bokka ponders the past and wonders what became of the Meros Warriors who defended the world so bravely against the demons. He soon meets Kurofune and learns of the power of the Meros and the I-bar machines they ride in battle. Warriors are the only ones who can see and hear the Melody of Oblivion, a phantom girl hidden away waiting to be rescued and be the savior of mankind. During a battle between Kurofune and a demon, Bokka discovers something only his wildest dreams could possibly imagine...he too can hear that melody. Throughout his journeys, Bokka meets many monsters and their agents, friends, and companions as he discovers the true extent of his new powers. He must continue to battle evil in the hope of releasing Boukyaku no Senritsu and free a world that has forgotten its once beautiful melody. (Source: ANN)"
160,"Ima, Soko ni Iru Boku",7.66,"Adventure, Drama, Fantasy, Military, Sci-Fi","Shuuzou ''Shuu'' Matsutani lives his ordinary life in peace. He has friends, a crush, and a passion for kendo. Dejected after losing to his kendo rival, Shuu climbs a smokestack to watch the sunset where he finds Lala-Ru, a quiet, blue-haired girl wearing a strange pendant. Shuu attempts to befriend her, despite her uninterested, bland responses. However, his hopes are crushed when a woman, accompanied by two serpentine machines, appear out of thin air with one goal in mind: capture Lala-Ru. Shuu, bull-headed as he is, tries to save his new friend from her kidnappers and is transported to a desert world, unlike anything he has ever seen before. Yet, despite the circumstances, Shuu only thinks of saving Lala-Ru, until he is thoroughly beaten up by some soldiers. As he soon finds out, Lala-Ru can manipulate water and her pendant is the source from which she is able to bring forth the liquid, a scarce commodity in his new environment. But now, the pendant is lost, and Shuu is the prime suspect. Ima, Soko ni Iru Boku is the haunting story of a dystopian world, and of Shuu, who has to endure torture, hunger, and the horrors of war in order to save the lonely girl he found sitting atop a smokestack."
161,Peace Maker Kurogane,7.33,"Action, Comedy, Historical, Samurai, Shounen","lthough traumatized by witnessing the murder of his parents by one of the Choushuu, Ichimura Tetsunosuke's thirst for revenge lead him to desire strength. At the age of 15, Tetsunosuke approached the Shinsengumi, wanting to become one of its members. However, Tetsunosuke lacked the skill, mind and will to emotionlessly cut down whoever threatened peace and the Shinsengumi. Even with the support of his brother Tatsunosuke and his newfound friends of the Shinsengumi, little did Tetsunosuke know the blood and pain he would have to face being part of this historical group."
162,Pita Ten,6.94,"Comedy, Fantasy, Kids, Romance, School, Shounen","Kotaro was pretty much supposed to be your average boy, worried about the pressures of education while enjoying a simple life with his friends. Much to his despair, he one day finds the overly cheerful Misha at his door, asking to be friends out of nowhere. Even more shocking is that Misha is an apprentice angel, yet she does more bad then good. Along with Kotaro's school friends Takashi and Koboshi and the so called devil Shia (once again being able to do more good then bad), the group of friends spend their days getting into all sorts of adventures and troubles. Based on the manga by Koge-Donbo."
163,Power Stone,6.48,"Adventure, Comedy, Fantasy, Historical, Shounen","ancient legend tells of a magical Powerstone that granted its owner any wish desired. Adventurers from all over the globe clash as they seek this mystical gem. Based upon the Dreamcast game, POWERSTONE tries to entertain us with the story behind the game's premise. The plot begins with our hero, Fokker, training to be a fighter like his idol, Vargas. (Source: AniDB)"
164,Mononoke Hime,8.72,"Action, Adventure, Fantasy","hen an Emishi village is attacked by a fierce demon boar, the young prince Ashitaka puts his life at stake to defend his tribe. With its dying breath, the beast curses the prince's arm, granting him demonic powers while gradually siphoning his life away. Instructed by the village elders to travel westward for a cure, Ashitaka arrives at Tatara, the Iron Town, where he finds himself embroiled in a fierce conflict: Lady Eboshi of Tatara, promoting constant deforestation, stands against Princess San and the sacred spirits of the forest, who are furious at the destruction brought by the humans. As the opposing forces of nature and mankind begin to clash in a desperate struggle for survival, Ashitaka attempts to seek harmony between the two, all the while battling the latent demon inside of him. Princess Mononoke is a tale depicting the connection of technology and nature, while showing the path to harmony that could be achieved by mutual acceptance."
165,RahXephon,7.42,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi","The ordinary life of high school student Ayato Kamina is turned upside down when Tokyo is suddenly invaded by futuristic fighter jets. Amidst the chaos, he encounters a woman called Haruka Shitow who claims to be from a government organization called TERRA. She reveals that he has been living in a time bubble named ""Tokyo Jupiter"" that was put in place by the Mulians—humanoids from another dimension—in an attempt to isolate and take over Tokyo. TERRA has been trying to break through the barrier surrounding the city ever since. Unable to process the revelation, Ayato panics and flees. He runs into his classmate Reika Mishima who leads him to a place called ""The Shrine of Xephon"" where a large egg slumbers. She starts to sing and an unknown power awakens within Ayato, connecting him to a being called RahXephon that breaks out of the egg. Shortly after, Haruka finds him again and tries to make him join her cause of fighting against the Mulians. Caught between the crosshairs of the Mulians and TERRA, Ayato begins to question his purpose, navigating altered memories and ultimately his very identity in this chaotic new world."
166,Samurai 7,7.48,"Historical, Mecha, Samurai, Sci-Fi","In the far distant future, on a planet that might have been called ""earth"", there was a war between samurai who mechanized their bodies. After the long war, people enjoyed a modest peace. Facing starvation and abductions at the hands of fearsome mechanized bandits (Nobuseri), the farmers of Kanna Village make the dangerous choice to hire samurai for protection. The village's water priestess, Kirara, her younger sister, Komachi, and a heartbroken villager, Rikichi, set off to hire willing samurai with nothing to offer but rice from their meager harvests. Through dangerous encounters and a bit of luck, seven samurai of varying specialties and experience are gathered for an epic battle against the bandits and the merchants that influence them. Samurai 7 is based loosely upon Kurosawa Akira's famous movie ""Seven Samurai""/""Shichinin no Samurai"""
167,Scrapped Princess,7.41,"Sci-Fi, Adventure, Comedy, Drama, Fantasy, Mecha, Shounen","Born to the royal family, Pacifica Casull has earned the nickname ""Scrapped Princess"" after an apocalyptic prophecy foretells her destroying the world on her 16th birthday. Rescued from certain death by a kindly family, she takes shelter with her adoptive older brother and sister, Shannon and Raquel Casull. When news of her survival reaches the ears of the God Mauser's worshippers, they issue her death at all costs, forcing Pacifica to flee for her life. Plagued by threats from the church, the nobility and even the common people, the three siblings attempt to outrun the fate Pacifica is destined to bring, all the while questioning if one girl's life is worth the world's demise. The true nature of the Scrapped Princess, along with the harrowing revelations of the world itself, becomes more and more apparent as the princess' 16th birthday fast approaches."
168,s.CRY.ed,7.38,"Action, Sci-Fi, Adventure, Super Power, Drama","strange environmental phenomenon 22 years ago in the Kanazawa prefecture caused the land to split and protrude upwards reaching unprecedented heights, creating the secluded area known as The Lost Ground. Kazuma is a young mercenary who lives in the Lost Ground, looking for any work he can find to sustain his livelihood within the harsh environment. He is one of the few people that are gifted with the Alter ability, which allows him to plaster his right arm and torso with a metallic alloy. When this mercenary encounters HOLY, an order whose purpose is to suppress and capture what they call Native Alter Users, and one of the elite members of HOLY, Ryuho, an epic rivalry begins. (Source: ANN)"
169,Shingetsutan Tsukihime,6.91,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire","Shiki Toono sustained a life threatening injury as a child, and due to that incident he was sent away from the Toono household and was given to a relative to be raised. Years later, when Shiki is in high school, the head of the Toono household—his father—dies, and he is ordered to move back in by his sister Akiha, who is the new head of the household. However, Shiki holds a huge secret. Ever since that injury, he has been seeing lines on objects, and only with a special pair of glasses is he able to stop seeing them. Also he is unable to remember anything well from the time before his accident. The day he moves back to the Toono household is the day he stumbles upon a woman named Arcueid Brunstud and decapitates her with one stab of his knife in a temporary fit of insanity. When she suddenly showed up beside him later alive and well, and ask him to be her bodyguard, Shiki's journey to unravel the mysteries of his past begins. (Source: ANN)"
170,Slam Dunk,8.53,"Comedy, Drama, School, Shounen, Sports","Hanamichi Sakuragi, infamous for his temper, massive height, and fire-red hair, enrolls in Shohoku High, hoping to finally get a girlfriend and break his record of being rejected 50 consecutive times in middle school. His notoriety precedes him, however, leading to him being avoided by most students. Soon, after certain events, Hanamichi is left with two unwavering thoughts: ""I hate basketball,"" and ""I desperately need a girlfriend."" One day, a girl named Haruko Akagi approaches him without any knowledge of his troublemaking ways and asks him if he likes basketball. Hanamichi immediately falls head over heels in love with her, blurting out a fervent affirmative. She then leads him to the gymnasium, where she asks him if he can do a slam dunk. In an attempt to impress Haruko, he makes the leap, but overshoots, instead slamming his head straight into the blackboard. When Haruko informs the basketball team's captain of Hanamichi's near-inhuman physical capabilities, he slowly finds himself drawn into the camaraderie and competition of the sport he had previously held resentment for."
171,Strange Dawn,6.35,"Adventure, Drama, Fantasy","Yuko and Eri are two normal girls who are sucked into the alternate world filled with tiny people. The people of this mysterious world sees them as their ""Great Protectors"" who can protect their land in a time of strife. The two girls set out on a mission with a group of warriors from the village to find out how they were brought here and how might they return home. However, there is a war brewing and these two Great Protectors are the political tool that every faction lusts for to rally the people to their side. (Source: ANN)"
173,Tactics,7.23,"Mystery, Comedy, Historical, Demons, Supernatural, Drama, Shounen","Ichinomiya Kantarou grew up with the ability to see demons, but was isolated and bullied by others who did not share the same gift. Instead, he became being friends with the demons, gaining a great attachment to their existence. One day, Kantarou was told about the strongest demon, the one known as the ogre-eating Tengu. Amazed by the news of his strength, Kantarou vowed to find this demon who was far stronger than any other, deciding to call him Haruka when he did so. Since this time, Kantarou searched far and wide for the ogre-eating Tengu with no luck, making his living by becoming a folklore writer and demon-buster. On a particular job, Kantarou had finally found news of a nearby shrine supposedly the place where the ogre-eating Tengu was sealed."
174,Tenjou Tenge,6.93,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen","For some people, high school represents the opportunity for a fresh start. You can take new classes and make new friends. For Souichiro Nagi and Bob Makihara, though, high school means something different: the chance to become the top fighters in the entire student body! Too bad Toudou Academy is the hardest possible place to realize their dreams. Their new high school is no ordinary academic institution. Rather than concentrating on classic subjects like math and science, Toudou Academy was created for the sole purpose of reviving the martial arts in Japan! As a result, Souichiro's aspirations to become top dog are cut short when he runs afoul of Masataka Takayanagi and Maya Natsume. The two upperclassmen easily stop the freshmen duo's rampage across school, but rather than serving as a deterrent, it only stokes their competitive fire. What kind of monstrous fighters attend Toudou Academy? Are there any stronger than Masataka and Maya? And why in the world is Maya's younger sister stalking Souichiro? Learn the answers to these questions and more in Tenjou Tenge !"
175,Tokyo Underground,6.63,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power","Under the capital city of Tokyo, Japan, there exists a large, vast, and unknown world known as Underground. There, people known as Elemental Users exist; people who have the ability to control the elements: Fire, Water, Lightning, Magnetism, Freeze, etc. Meet Rumina Asagi and his best friend Ginnosuke Isuzu, two average high school freshmen who reside in Tokyo. When they meet Gravity User, Chelsea Rorec, and the Miko of Life, Ruri Sarasa, their whole lives change into one big adventure. (Source: ANN)"
176,Triangle Heart: Sweet Songs Forever,6.19,"Adventure, Romance","Fiasse is a world-renowned singer. She is now the headmistress of a special Singing School who does a Charity World Tour every year. Her mother left behind a inheritance for her after she died and some shady people are after Fiasse and the inheritance. Bring in Ellis, and two siblings who are master of the swords to protect Fiasse. The World Tour is coming up and Fiasse will continue the show. Ellis, Kyoya, Miyuki and company must protect their childhood friend at all costs. (Source: ANN)"
177,Tsubasa Chronicle,7.55,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen","During an excavation at the mysterious ruins in Clow Country, Syaoran discovers his childhood friend Princess Sakura appear on the site with wings that disperse into many feathers. As the feather's disappear to different dimensions, so does Sakura's memory. In attempts to save Sakura's life and restore her memory, Syaoran travels through to another world to find a solution. There's only one thing left he can do. Travel through to different dimensions to collect Sakura's feathers. Helping out with the quest is Kurogane, an exiled ninja from Japan Country who wishes to return to his world, the runaway magician, Fay, who desires to jump between each world never to return to his own and the white meat-bun shaped creature, Mokona."
178,Ultra Maniac,7.18,"Comedy, Magic, Romance, School, Shoujo","Fantasies and miracles never interested Ayu Tateishi, a popular second-year student at her middle school. She was content with preserving her image of being cool, calm, and collected—all to catch the eye of her crush, Tetsushi Kaji. Ayu's carefree youthful days are interrupted by the appearance of Nina Sakura, a new transfer student who turns out to be a witch. As the only person who knows about Nina's ability to cast spells using a mini-computer, Ayu is forced to help Nina with her mission to find the five Holy Stones, qualifying her to marry the prince of the Magic Kingdom. Unfortunately, Nina's ineptitude with magic and her habit of meddling in Ayu's personal life cause nothing but trouble for the two of them as Ayu toils to maintain her good reputation and Nina struggles to hide her secret from the discerning eye of Hiroki Tsujiai, Tetsushi's best friend and an avid fan of manga. And when Nina's search for the five Holy Stones brings allies and challengers from the Magic Kingdom, Ayu is dragged into a world she never even dreamed was possible."
179,Ultra Maniac OVA,6.69,"Comedy, Magic, Romance, School","u Tateishi is a popular second-year student at her middle school admired for being calm, cool, and collected. But this carefully preserved image was all crafted to catch the eye of her crush Tetsushi Kaji, who once complimented her for those qualities. Studying, playing tennis, and finding chances to speak with Tetsushi are all that are on Ayu's mind—until the day she finds a mini-computer underneath a bench. After returning the item to Nina Sakura, a girl who was searching for a lost item earlier, Ayu is chosen by Nina as a confidante for her secret. When the school's two tennis teams have a dispute regarding use of the courts, Ayu is forced to settle the matter by playing against Hiroki Tsujiai, the captain of the boys' team and Tetsushi's best friend. While dreading the prospect of losing and embarrassing herself, Ayu is approached by Nina, who is revealed to be a witch who came to Earth after failing to graduate from the Magic Kingdom's middle school. Wanting to help Ayu win the match, Nina imbues a piece of chocolate with a spell that just might come in handy..."
180,Vandread,7.21,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space","In Vandread , men are from Mars and women are from Venus! Well, not quite. Technology has allowed mankind to colonize the entire Milky Way galaxy, and in one star system, the men and women live on two different planets, Taraak and Mejere. A bitter and very literal gender war rages, to the point where they don't even see each other as the sames species anymore! Hibiki Tokai, a male third-class laborer from Taraak, ends up stuck on a battleship after a botched attempt at stealing a robot. When female pirates capture the Taraakian Vanguard, things don't look like they could get any worse for Hibiki. Unfortunately, they do; when the male crew of the Vanguard fire on their captured vessel out of desperation, they created a giant wormhole, which sucks the Vanguard and the Mejeran pirate's ships into itself! Now, stuck far away from their home planets, these men and women must learn to work together if they ever wish to make it back home."
181,Vandread: The Second Stage,7.42,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space","Though Hibiki and crew defeated a super-huge battleship of the earth in the last of the first stage, they noticed five battleships further aiming at Mejeiru and Tarahk. And, crew of NIRVANA learnt Tarahk and Mejeiru which were their home had been faced to the crisis of Karitori (reaping). Travel to their home is speed up so that they may inform of the crisis. On the way, current information of the earth having been brought by girl Misty who had come to travel with them was worse than they can imagine. Hibiki and crew noticed a true fight was in the future. VANDREAD is finally changed into final system by the attack of the enemy who becomes violent more and more. Can they save their home? And, what happens to the relations between Hibiki and Dita? (Source: AnimeNfo)"
182,Tenkuu no Escaflowne,7.7,"Adventure, Psychological, Romance, Fantasy, Mecha","Hitomi Kanzaki is just an ordinary 15-year-old schoolgirl with an interest in tarot cards and fortune telling, but one night, a boy named Van Fanel suddenly appears from the sky along with a vicious dragon. Thanks to a premonition from Hitomi, Van successfully kills the dragon, but a pillar of light appears and envelopes them both. As a result, Hitomi finds herself transported to the world of Gaea, a mysterious land where the Earth hangs in the sky. In this new land, Hitomi soon discovers that Van is a prince of the Kingdom of Fanelia, which soon falls under attack by the evil empire of Zaibach. In an attempt to fight them off, Van boards his family's ancient guymelef Escaflowne—a mechanized battle suit—but fails to defeat them, and Fanelia ends up destroyed. Now on the run, Hitomi and Van encounter a handsome Asturian knight named Allen Schezar, whom Hitomi is shocked to find looks exactly like her crush from Earth. With some new allies on their side, Van and Hitomi fight back against the forces of Zaibach as the empire strives to revive an ancient power."
183,Whistle!,7.39,"School, Shounen, Sports","Kazamatsuri Shou's dream has always been to become a professional soccer player, but he has one problem: he's not very good at the game. He was accepted to the prestigious Musashi no Mori Junior High, known for its top rate soccer team, but he was never able to rise beyond the rank of third stringer. After transferring to Sakura Jousui Junior High, he can finally play soccer. And, with the support of his new friends and teammates, his strong determination, and lots of hard work, his soccer skills are developing rapidly and setting Shou well on his way to achieving his dream. (Source: ANN)"
184,Xenosaga The Animation,6.37,"Action, Mecha, Sci-Fi, Shounen, Space","The year is T.C. 4767. Four thousand years have passed since humanity abandoned its birthplace, the planet Earth. Beset by the hostile alien Gnosis, mankind is now scrambling to find ways to defeat this threat to their existence. The development of KOS-MOS (a specialized android with amazing capabilities) by Vector engineer Shion Uzuki was one response to the threat. But when their ship is destroyed by the Gnosis, Shion and her companions find themselves thrust into the middle of a battle with no clear sides... (Source: Anime-Planet)"
185,Initial D First Stage,8.29,"Action, Cars, Drama, Seinen, Sports","Unlike his friends, Takumi Fujiwara is not particularly interested in cars, with little to no knowledge about the world of car enthusiasts and street racers. The son of a tofu shop owner, he is tasked to deliver tofu every morning without fail, driving along the mountain of Akina. Thus, conversations regarding cars or driving in general would only remind Takumi of the tiring daily routine forced upon him. One night, the Akagi Red Suns, an infamous team of street racers, visit the town of Akina to challenge the local mountain pass. Led by their two aces, Ryousuke and Keisuke Takahashi, the Red Suns plan to conquer every racing course in Kanto, establishing themselves as the fastest crew in the region. However, much to their disbelief, one of their aces is overtaken by an old Toyota AE86 during a drive back home from Akina. After the incident, the Takahashi brothers are cautious of a mysterious driver geared with remarkable technique and experience in the local roads—the AE86 of Mount Akina."
186,Initial D Second Stage,8.12,"Action, Cars, Drama, Seinen, Sports","ccumulating an impressive series of victories with his AE86, Takumi Fujiwara has imposed himself as street racing's newest rising star. However, his newly found confidence of winning at his home turf of Mount Akina has been put in jeopardy by a new Emperor team exclusively using a car model favored by most professional racing pilots: the Mitsubishi four-wheel drive Lancer Evolutions—also known as Lan Evos. The Emperor team leader, Kyouichi Sudou, looks down on Takumi and regards him as an inferior pilot for driving an antique car that lacks the makings of a true modern race car. Kyouichi's elitist philosophy is also the reason why his team is only made of Lan Evo drivers. Will Takumi be able to keep his perfect track record intact against the highly skilled and mechanically superior Emperor team, or does his hot streak end here?"
187,Initial D Third Stage,7.89,"Action, Cars, Sports, Drama, Romance, Seinen","Takumi Fujiwara is a skilled street racer, but he suffers a crushing loss against the team Emperor's leader Kyoichi Sudou due to his AE86 experiencing an engine failure. Doubting his abilities, the recent high school graduate is then approached by the Akagi RedSuns' team leader Ryousuke Takahashi, who proposes the formation of a professional street racing team. Although it would be the ideal way to improve as a street racer, Takumi remains undecided. Does the young street racer have what it takes to become a professional? Perhaps Ryousuke and the RedSuns can help him reevaluate his own doubts and misconceptions concerning street racing. However, first and foremost, Takumi decides to settle the score with Kyoichi Sudou..."
189,Love Hina,7.14,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life","Keitaro Urashima promised a girl when he was young that they would meet up again at Tokyo University in the future. Sadly, in the National Practice Exam, Keitaro ranked 27th from the bottom. Knowing his grandmother owned a hotel, Keitaro intended to stay there while continuing his studies for Tokyo U, only to find out the hotel had long been transformed into an all-girls dormitory. Through an odd twist of fate, Keitaro eventually became the manager of the dorm, beginning his life of living with five other girls."
190,Love Hina Again,7.25,"Comedy, Drama, Ecchi, Romance, Shounen","Keitaro has finally passed the entrance exams, and is officially a Toudai student. But after breaking his leg in an accident in the entrance ceremony, he thought and re-evaluated himself. Having new goals, Keitaro follows Seta on an overseas archeology trip. During his absence, however, all was not well in Hinata Lodge. Urashima Kanako, Keitaro's sister, arrives on the scene. She claims to be the new manager of Hinata Lodge starts to go against all the tenants. Things become even more complicated when they recieve a letter from Keitaro. The tenants and Kanako made a big mess trying to get the letter, but Seta's car crashes in before anyone could read the letter..."
191,Love Hina Christmas Special: Silent Eve,7.34,"Slice of Life, Comedy, Romance","s another round of preliminary tests approach for Keitaro, so does Christmas. And as the first Christmas of the millenium, there is a rumor that if one confesses his love on this special eve it will come true. Keitaro has decided what he needs to do on this Christmas eve, but being a retaker can he afford taking attention away from the tests on the same day... The Winter has begun in Hinata. X-mas is coming up. There are rumors about this special christmas eve: If someone is going to confess his love on this christmas eve, any wish will come true. Keitaro decides to confess his love to Naru. But he isn't the only one confessing on this christmas eve... (Source: ANN)"
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,7.21,"Adventure, Comedy, Romance","The tests have come, and Keitaro can only hope to succeed. However, in the final stretch, he fails miserably and daydreams through the test. Assuming that he has failed, he runs away, so the rest of the cast hunts him down on a remote desert island to bring him back. The Toudai entrance exams have finally come (again) for Keitaro. With all his confidence Keitaro sits for the paper, but ends up falling asleep and dreaming about Narusegawa. Waking up with barely any time to complete the paper, Keitaro thinks he will fail the paper and tries to escape from Hinata Lodge and forget all the memories with it. By a stroke of luck he meets Seta, but ends up in a faraway island with the whole cast trying to look for him. (Source: ANN)"
193,Maburaho,6.8,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School","In the world of Maburaho , everyone is born with the ability to use magic and are thus labeled magicians. However, the magical ability of each person is not equal. The number of times you can use magic determines the amount of respect you receive, and since one’s magical power is determined at birth by traits and genetics, those who have a bloodline stemming from famous magicians are highly sought after. Having the lowest magic count in Aoi Academy, Kazuki Shikimori is looked down upon by his classmates and seen as a nearly worthless magician. However, his bloodline consists of many great magicians throughout the ages, meaning that while he may not be a great magician, his offspring could be. This leads to him being sought after by three different young women: Yuna Miyama, a transfer student who declares herself his wife upon arrival, Rin Kamishiro, a prideful swordswoman of a traditional family who wants to kill him so she will be free to pursue her own desires, and Kuriko Kazetsubaki, a member of an influential family who bluntly tries to seduce him for his genes. Now he has to deal with not only the jealousy of all the guys in his school, but also various women chasing after him!"
194,Macross Zero,7.55,"Adventure, Mecha, Military, Sci-Fi, Shounen","Taking place one year before the Zentraedi arrive on Earth, Macross Zero chronicles the final days of the war between the U.N. Spacy and anti-U.N. factions. After being shot down by the anti-U.N.'s newest fighter plane, ace pilot Shin Kudo finds himself on the remote island of Mayan, where technology is almost non-existent. While Shin stays on the island to heal his wounds, the tranqulity of the island is shattered by a battle that involves the UN's newest fighter - the VF-0. (Source: ANN)"
195,Onegai☆Teacher,7.17,"Sci-Fi, Comedy, Drama, Romance, School","One day, Kei Kusanagi notices a strange glowing woman by the lake. He discovers that the woman is actually an alien officer from the Galaxy Federation named Mizuho Kazami, and even more shocking—she's also his teacher! In spite of this setback, he and his teacher gradually get to know each other and a romance blossoms between them. However, soon enough, the principal of the school finds out about their relationship. The solution? Get married! Together, the newlyweds must keep their marriage a secret, not only from Kei's high school friends, but also the Galaxy Federation. Onegai☆Teacher is the fragile but comedic love story of an alien and her student."
196,Onegai☆Twins,6.88,"Comedy, Drama, Harem, School, Sci-Fi","aiku Kamishiro's past has always been somewhat of a mystery to him. The only clue he has to who his family might be is an old photograph showing two young children, a boy and a girl, playing in a small pool outside of a blue house. In an attempt to find his family, he moves to this blue house and begins working as a programmer. He's living a comfortable life until the day two very different girls show up at his door, both in possession of the same photograph, and both claiming to be his twin. With no way to prove who is a relative and who is a stranger, Maiku allows both girls to move in with him until they know for sure. (Source: ANN)"
